pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
6233,big dog small white dog walking past,big dog small white dog playing together,3.9,NEUTRAL
6234,two dogs playing together grass,big dog small dog white coat playing together,3.8,NEUTRAL
6236,two dogs cheerfully playing together grass,big dog small white dog playing together,4.1,NEUTRAL
6239,"dog, brown, jumping air",brown dog jumping air,4.9,ENTAILMENT
6241,malnourished looking dog standing hind legs preparing jump,malnourished looking dog standing hind legs preparing jump,5,ENTAILMENT
6242,healthy looking dog lying ground,malnourished looking dog standing hind legs preparing jump,3,NEUTRAL
6243,malnourished looking dog standing hind legs preparing jump,brown dog jumping air,2.9,NEUTRAL
6246,brown dog sitting,malnourished looking dog standing hind legs preparing jump,2.5,NEUTRAL
6248,cop sitting police bike,cop sitting police bicycle,4.8,ENTAILMENT
6249,cop sitting police bike,cop sitting police bike,3.5,CONTRADICTION
6250,policeman sitting tiredly motorcycle,policeman sitting motorcycle,4.6,ENTAILMENT
6253,policeman sitting tiredly motorcycle,cop sitting police bike,4.1,ENTAILMENT
6258,policeman sitting motorcycle,cop sitting police bike,4.2,ENTAILMENT
6259,two women wearing bikinis sandy beach,two women wearing bikinis beach sandy,4.9,ENTAILMENT
6263,two women wearing bikinis sandy beach,two women wearing bikinis walking sand,4.4,NEUTRAL
6266,two women wearing bikinis walking sand,women wearing bikinis sandy beach,3.5,CONTRADICTION
6267,two women wearing bikinis walking sand,two women wearing bikinis sandy beach,4.3,ENTAILMENT
6272,dog golden coat swimming clumsily water,dog swimming lake sun shining,3.3,NEUTRAL
6278,black dog sitting grass keeping mouth closed,black dog running grass tongue hanging,3.6,CONTRADICTION
6286,black dog hanging grass running tongue,black dog running grass,4.8,ENTAILMENT
6288,"cheerleaders parading wearing uniforms black, pink white","cheerleaders parading wearing black, pink white uniforms",4.8,ENTAILMENT
6290,large group cheerleaders walking parade,many cheerleaders walking parade,4.8,ENTAILMENT
6291,large group cheerleaders walking parade,large group cheerleaders walking parade,4.4,CONTRADICTION
6292,many cheerleaders walking parade,"cheerleaders parading wearing black, pink white uniforms",3.6,NEUTRAL
6293,large group cheerleaders walking parade,"cheerleaders parading wearing black, pink white uniforms",3.7,NEUTRAL
6295,large group cheerleaders walking parade,"cheerleaders parading wearing black, pink white uniforms",3.5,NEUTRAL
6297,man sitting outside purple umbrella,man sitting outdoors purple umbrella,5,ENTAILMENT
6299,shoeless woman sitting blanket lavender umbrella,"woman, shoeless, sitting blanket lavender umbrella",4.8,ENTAILMENT
6300,shoeless woman sitting blanket lavender umbrella,shoeless woman standing blanket near lavender umbrella,3.8,NEUTRAL
6301,"woman, shoeless, sitting blanket lavender umbrella",man sitting outside purple umbrella,1.8,NEUTRAL
6302,shoeless woman standing blanket near lavender umbrella,man sitting outside purple umbrella,2.835,NEUTRAL
6305,shoeless woman sitting blanket lavender umbrella,man sitting outside purple umbrella,3,NEUTRAL
6306,woman playing two young boys park,woman playing two young boys park,5,ENTAILMENT
6307,woman playing two young boys park,woman playing two young boys park,4.3,CONTRADICTION
6308,lady standing near three children,woman standing near three children,4.9,ENTAILMENT
6309,woman standing near three children,woman standing near three children,3.7,CONTRADICTION
6310,woman playing two young boys park,lady standing near three children,3,NEUTRAL
6311,woman standing near three children,woman playing two young boys park,2.7,NEUTRAL
6313,woman standing near three children,woman playing two young boys park,2.1,NEUTRAL
6316,yellow dog stopping white snow sunny day,yellow dog running white snow sunny day,3.5,CONTRADICTION
6317,tan dog running snow,"dog, tan, running snow",4.9,ENTAILMENT
6318,tan dog resting snow,tan dog running snow,3.7,NEUTRAL
6319,yellow dog running white snow sunny day,"dog, tan, running snow",3.8,ENTAILMENT
6321,yellow dog running white snow sunny day,tan dog running snow,3,NEUTRAL
6326,girl wearing jeans pink shirt running,girl running pink shirt wearing jeans,3.9,NEUTRAL
6327,little girl pink shirt running tree desert,little girl pink shirt running tree desert,4.9,ENTAILMENT
6333,little girl pink shirt running tree desert,girl running pink shirt wearing jeans,3.2,NEUTRAL
6334,girl wearing jeans pink shirt running,little girl pink shirt running tree desert,3.8,NEUTRAL
6335,white dog wearing reindeer ears close brown dog,white dog wearing reindeer ears near brown dog,4.9,ENTAILMENT
6336,white dog wearing reindeer ears near brown dog,white dog wearing reindeer ears near brown dog,3.6,CONTRADICTION
6337,white reindeer wearing dog ears near brown reindeer,white dog wearing reindeer ears near brown dog,3.3,NEUTRAL
6338,white dog wearing christmas reindeer headband playing brown dog grass,white dog wearing christmas reindeer headband playing dog brown coat grass,4.5,ENTAILMENT
6342,white dog wearing reindeer ears close brown dog,white dog wearing christmas reindeer headband playing brown dog grass,4.2,NEUTRAL
6345,white dog wearing christmas reindeer headband playing brown dog grass,white dog wearing reindeer ears near brown dog,4.4,ENTAILMENT
6346,"child, young, riding bike rough dirt path",young child riding bike rough dirt path,4.9,ENTAILMENT
6347,young child walking bike rough dirt path,young child riding bike rough dirt path,3.7,NEUTRAL
6348,young boy riding dirt bike mud,young boy riding dirt bike mud,4.9,ENTAILMENT
6349,young boy riding dirt bike mud,young boy riding dirt bike mud,3.7,CONTRADICTION
6350,young child riding bike rough dirt path,young boy riding dirt bike mud,3.8,NEUTRAL
6353,young child walking bike rough dirt path,young boy riding dirt bike mud,3.4,NEUTRAL
6357,woman red costume leaning wall made bricks playing instrument,woman red costume leaning brick wall playing instrument,4.8,ENTAILMENT
6359,woman red costume leaning wall made bricks playing instrument,woman red dress playing instrument,4,ENTAILMENT
6360,woman red costume leaning brick wall playing instrument,woman red dress playing instrument,3.9,NEUTRAL
6362,woman red dress putting away instrument,woman red costume leaning brick wall playing instrument,3.1,NEUTRAL
6363,woman red dress playing instrument,woman red costume leaning brick wall playing instrument,4,NEUTRAL
6366,young child wearing white coat playing game,"child, young, wearing white coat playing game",4.9,ENTAILMENT
6368,young gamer playing child wearing white coat,young child wearing white coat playing game,3.635,NEUTRAL
6370,child playing toys outdoors,young child wearing white coat playing game,2.7,CONTRADICTION
6372,child delightedly playing toys outdoors,young child wearing white coat playing game,2.8,NEUTRAL
6373,young child wearing white coat playing game,child playing toys indoors,3,NEUTRAL
6375,man wearing wetsuit riding surfboard,person wearing wetsuit riding surfboard,4.5,ENTAILMENT
6377,surfer leaning surfboard,surfer leaning surfboard,5,ENTAILMENT
6381,surfer leaning surfboard,man wearing wetsuit riding surfboard,3,NEUTRAL
6382,surfer leaning surfboard wall,man wearing wetsuit riding surfboard,2.6,NEUTRAL
6385,man wearing wetsuit riding surfboard,surfer leaning surfboard,3.4,NEUTRAL
6386,waterfall flowing calmly shallow pool,waterfall flowing shallow pool,4.5,ENTAILMENT
6387,waterfall flowing shallow pool,waterfall flowing shallow pool,3.5,NEUTRAL
6390,waterfall flowing shallow pool,"people walking road beside waterfall, beautiful",2.5,NEUTRAL
6392,people walking road beside beautiful waterfall,waterfall flowing calmly shallow pool,2.7,NEUTRAL
6395,dog herding group white sheep dusty farm,dog herding pack white sheep dusty farm,5,ENTAILMENT
6397,sheepdog grouping herd sheep,sheepdog grouping herd sheep,5,ENTAILMENT
6402,sheepdog grouping herd sheep,dog scattering pack white sheep dusty farm,3.6,NEUTRAL
6404,"male, dark skinned, standing one hand front yellow building",dark skinned male standing one hand front yellow building,5,ENTAILMENT
6405,dark skinned male standing one hand front yellow building,dark skinned male standing one hand front yellow building,4,CONTRADICTION
6407,black man skillfully break dancing pavement,black man break dancing pavement,4.7,ENTAILMENT
6411,"male, dark skinned, standing one hand front yellow building",black man break dancing pavement,2.7,NEUTRAL
6412,dark skinned male standing one hand front yellow building,black man break dancing pavement,3,NEUTRAL
6417,"person rides bikes, black red uniform, standing dirt bike",bike rider black red uniform standing dirt bike,4.8,ENTAILMENT
6419,bike rider black red uniform standing dirt bike,black bike rider red bike uniform standing dirt,3.7,NEUTRAL
6420,person riding bike,"person rides bikes, black red uniform, standing dirt bike",3,NEUTRAL
6421,bike rider black red uniform jumping dirt bike,person riding bike,3.8,NEUTRAL
6423,bike ridden person,bike rider black red uniform standing dirt bike,3.4,NEUTRAL
6424,person riding bike,bike rider black red uniform standing dirt bike,3.5,NEUTRAL
6426,man purple suit standing purple case playing guitar,man purple colored suit standing purple case playing guitar,4.9,ENTAILMENT
6429,man playing guitar guitar case open donations,man putting away guitar guitar case,2.9,CONTRADICTION
6432,man purple suit standing purple case playing guitar,man putting away guitar guitar case,3.4,NEUTRAL
6434,man purple colored suit standing purple case playing guitar,man playing guitar guitar case open donations,3.7,NEUTRAL
6443,couple sitting patio looking ocean,adults sitting chairs watching ocean,4,NEUTRAL
6444,nobody sitting chairs watching ocean,couple sitting patio looking ocean,3,NEUTRAL
6447,small boy yellow shirt laughing beach,small boy yellow shirt laughing beach,2.3,CONTRADICTION
6448,little boy wearing yellow tank top laughing,little boy wearing yellow tank top laughing,5,ENTAILMENT
6452,small boy yellow shirt laughing beach,little boy topless serious,2.6,NEUTRAL
6454,"small boy shirt, yellow, laughing beach",little boy wearing yellow tank top laughing,4.265,ENTAILMENT
6458,orange rescue boat rushing across water,orange rescue boat rushing across water,3.2,CONTRADICTION
6460,two men riding orange raft shore,two men getting orange raft shore,4.2,NEUTRAL
6463,two men getting orange raft shore,orange rescue boat rushing across water,3,NEUTRAL
6467,two men riding orange raft shore,orange rescue boat rushing across water,3.4,NEUTRAL
6468,dog really long hair red vest running grass,dog long hair red vest running grass,4.7,ENTAILMENT
6469,dog long hair red vest sitting grass,dog long hair red vest running grass,4.1,NEUTRAL
6470,dog dyed red vest running field,dog red vest running field,4.5,ENTAILMENT
6471,dog red vest running field,dog red vest running field,3.7,CONTRADICTION
6477,person standing vast field glacial ice,one person standing vast field glacial ice,4.8,ENTAILMENT
6478,person standing vast field glacial ice,person standing vast field glacial ice,3.1,CONTRADICTION
6480,person standing white ice,person standing white ice,3.6,CONTRADICTION
6488,woman swiftly snowboarding incline another woman standing behind,woman snowboarding incline another woman standing behind,4.9,ENTAILMENT
6489,woman snowboarding incline another woman standing behind,woman snowboarding incline woman standing behind,4.3,CONTRADICTION
6491,blond boy sliding sand dune skateboard,woman snowboarding incline woman standing behind,2,NEUTRAL
6495,man taking picture another guy,picture another guy taken man,4.4,ENTAILMENT
6496,man taking picture another guy,man taking picture another guy,3.7,CONTRADICTION
6497,man holding electronic device,person holding electronic device,4.5,ENTAILMENT
6499,electronic man held device,man holding electronic device,2.5,NEUTRAL
6500,man taking picture another guy,person holding electronic device,3.1,ENTAILMENT
6506,little black dog chasing little brown dog,"dog, little black, chasing little brown dog",4.8,ENTAILMENT
6508,brown dog black dog grass,brown dog black dog grass,4.9,ENTAILMENT
6510,brown dog black dog grass,little black dog chasing little brown dog,3.2,NEUTRAL
6511,brown dog black dog far grass,little black dog chasing little brown dog,2.5,NEUTRAL
6513,little black dog chasing little brown dog,brown dog black dog grass,3.3,NEUTRAL
6514,little black dog chasing little brown dog,brown dog black dog grass,3.4,NEUTRAL
6517,girl surrounding brown dressed children closing eyes,girl brown dress surrounded children closing eyes,3.9,NEUTRAL
6521,girl brown dress surrounded children closing eyes,sun shining face girl yellow dress,1.9,NEUTRAL
6527,women wearing bunny ears race numbers pointing something distance,women wearing bunny ears race numbers pointing something distance,3.7,CONTRADICTION
6529,several women wearing pink bunny ears pointing right,several women taking pink bunny ears pointing left,3.6,NEUTRAL
6531,women wearing bunny ears race numbers pointing something distance,group women wearing pink bunny ears pointing right,3.9,NEUTRAL
6532,several women taking pink bunny ears pointing left,women wearing bunny ears race numbers pointing something distance,3.4,NEUTRAL
6535,several women wearing pink bunny ears pointing right,women wearing bunny ears race numbers pointing something distance,3.4,CONTRADICTION
6536,women wearing bunny ears race numbers pointing something distance,several women wearing pink bunny ears pointing right,3.8,NEUTRAL
6540,ice hockey goalkeeper wearing yellow jersey defending goal,ice hockey goalkeeper wearing yellow jersey defending goal,3.3,CONTRADICTION
6543,goal guarded hockey player yellow jersey,ice hockey goalkeeper wearing yellow jersey defending goal,4.9,ENTAILMENT
6545,ice hockey goalkeeper wearing yellow jersey defending goal,hockey player yellow jersey guarding goal,4.6,ENTAILMENT
6546,"child, looks young, standing front trees",young child standing front trees,4.9,ENTAILMENT
6548,small boy standing forest,small boy standing forest,5,ENTAILMENT
6549,small boy standing forest,small boy sitting forest,3.5,NEUTRAL
6550,small boy standing forest,young child standing front trees,4,ENTAILMENT
6552,"child, looks young, standing front trees",small boy standing forest,3.6,NEUTRAL
6554,small boy standing forest,young child standing front trees,3.7,NEUTRAL
6555,two people looking statue made gold,two people looking gold statue,4.5,ENTAILMENT
6557,two young men cheerfully playing outside near golden statue,two young men playing outside near golden statue,4.4,ENTAILMENT
6558,two young men sitting outside near golden statue,two young men playing outside near golden statue,3.7,NEUTRAL
6559,two young men cheerfully playing outside near golden statue,two people looking gold statue,3.2,NEUTRAL
6563,two people looking gold statue,two young men playing outside near golden statue,3.3,NEUTRAL
6565,bicyclist riding city street,bicyclist riding city street,4.2,CONTRADICTION
6566,woman wearing blue helmet riding bicycle parking lot,woman wearing blue helmet riding bicycle parking lot,5,ENTAILMENT
6567,woman wearing blue helmet riding bicycle parking lot,woman wearing blue helmet riding bicycle parking lot,2.5,CONTRADICTION
6569,woman wearing blue helmet riding bicycle parking lot,bicyclist riding city street,2.615,NEUTRAL
6572,woman wearing blue helmet riding bicycle parking lot,bicyclist speeding city street,3.2,NEUTRAL
6575,"pet dog standing bank looking another dog, brown, pond",pet dog standing bank looking another brown dog pond,4.7,ENTAILMENT
6576,pet dog standing bank looking another brown dog pond,pet dog standing bank looking another brown dog pond,4.5,CONTRADICTION
6578,tan dog watching brown dog swimming pond,tan dog watching brown dog swimming pond,3.7,CONTRADICTION
6579,tan dog watching brown dog swimming pond,pet dog standing bank looking another brown dog pond,4.3,NEUTRAL
6580,tan dog watching brown dog swimming pond,pet dog standing bank looking another brown dog pond,3.3,NEUTRAL
6582,tan dog watching brown dog swimming pond,pet dog standing bank looking another brown dog pond,2.5,NEUTRAL
6584,young female dancing,young girl dancing,4.7,ENTAILMENT
6588,young girl dancing,young girl standing challengingly one leg,2.9,NEUTRAL
6589,young girl dancing,young girl standing legs,3.2,NEUTRAL
6591,young girl standing one leg,young girl standing still,4,NEUTRAL
6593,bee clinging yellow flower,yellow flower clung bee,4.6,ENTAILMENT
6595,small bee landing bunch yellow flowers,small bee landing bunch yellow flowers,4.9,ENTAILMENT
6597,small bee landing bunch yellow flowers,bee clinging yellow flower,3.6,NEUTRAL
6599,small bee landing bunch yellow flowers,yellow flower clung bee,3.8,NEUTRAL
6600,bee taking yellow flower,small bee landing bunch yellow flowers,2.6,NEUTRAL
6603,nobody treading snow beautiful snowy landscape,people treading snow beautiful snowy landscape,3.7,CONTRADICTION
6604,four people difficultly walking difficulty across thick snow sun setting,four people walking across thick snow sun setting,4.6,ENTAILMENT
6605,four people walking across thick snow sun setting,four people standing thick snow sun rising,3.5,NEUTRAL
6606,four people difficultly walking difficulty across thick snow sun setting,people treading snow beautiful snowy landscape,3.3,NEUTRAL
6607,people treading snow beautiful snowy landscape,four people standing thick snow sun rising,2.9,NEUTRAL
6610,four people walking across thick snow sun setting,people treading snow beautiful snowy landscape,3.9,NEUTRAL
6614,four boys kneeling next front ball,boys kneeling next front ball,4.3,CONTRADICTION
6615,boys kneeling next front ball,young boys posing green soccer ball park,3.9,NEUTRAL
6617,young kids posing green soccer ball park,four boys kneeling next front ball,2.9,NEUTRAL
6618,four boys kneeling next front ball,young boys posing green soccer ball park,3,NEUTRAL
6619,young boys posing green soccer ball park,four boys kneeling next front ball,3.5,NEUTRAL
6620,tan dog running brush,"dog, tan, running brush",5,ENTAILMENT
6626,white dog beige spots running field,"dog, tan, running brush",2.9,NEUTRAL
6631,horse rider leaping barrier,horse leaping rider barrier,3.5,NEUTRAL
6632,hurdle leapt horse rider back,horse leaping hurdle rider back,4.9,ENTAILMENT
6635,horse rider falling hurdle,horse rider leaping barrier,3.1,NEUTRAL
6638,horse leaping hurdle rider back,horse leaping rider barrier,3.1,NEUTRAL
6640,football players red white jumping hugging,football players red white jumping hugging,4.8,ENTAILMENT
6644,two teammates lifting football player red white uniform,football players red white jumping hugging,3.7,NEUTRAL
6646,football player red white uniform lifted two teammates,football players red white jumping hugging,3.7,NEUTRAL
6647,football player red white uniform lifted two teammates,football players red white jumping hugging,3.3,NEUTRAL
6648,football players red white jumping hugging,football player red white uniform lifted two teammates,3.8,NEUTRAL
6656,white woman standing woman dressed blue stage,two teenage girls wearing fancy dresses event,1.6,NEUTRAL
6657,woman white dress woman blue dress standing stage,two girls teens wearing fancy dresses event,2.6,NEUTRAL
6658,two old ladies wearing worn dresses home,woman white dress woman blue dress standing stage,2.6,NEUTRAL
6659,woman white dress woman blue dress standing stage,two teenage girls wearing fancy dresses event,2.3,NEUTRAL
6664,"two women folded arms, young, looking screen",two women black hair standing front plywood wall,2.5,NEUTRAL
6665,two women black hair standing front plywood wall,two young women folded arms looking away screen,2,NEUTRAL
6669,group students uniforms listening attentively front class,students uniforms listening attentively front class,4.8,ENTAILMENT
6670,group students uniforms listening attentively front class,group students uniforms ignoring front class,3.2,CONTRADICTION
6671,classroom full students looking direction inside bamboo structure,classroom full students looking attentively direction inside bamboo structure,4.8,ENTAILMENT
6674,classroom full students looking direction inside bamboo structure,group students uniforms listening attentively front class,2.6,NEUTRAL
6675,students uniforms listening attentively front class,classroom full students looking direction inside bamboo structure,3,NEUTRAL
6678,boy jumping platform two boys standing watching,boy jumping platform two boys standing staring,4.8,ENTAILMENT
6683,boy jumping platform two boys standing watching,nobody jumping platform,3.4,CONTRADICTION
6684,three boys jumping platform,boy jumping platform two boys standing staring,3.7,NEUTRAL
6687,group kids playing structure colorful,group kids playing colorful structure,5,ENTAILMENT
6688,group kids staring colorful structure,group kids playing colorful structure,2.9,NEUTRAL
6692,group kids playing colorful structure,one climbing grotto pink interior,1.8,NEUTRAL
6694,group kids staring colorful structure,"four middle eastern children, three girls one boy, climbing grotto pink interior",2.5,NEUTRAL
6695,"four middle eastern children, three girls one boy, climbing grotto pink interior",group kids playing colorful structure,3.8,ENTAILMENT
6696,group people sitting relaxed sides red stone monument,group people sitting sides red stone structure,4.3,ENTAILMENT
6697,group people sitting sides red stone structure,group people standing sides red stone structure,4.4,NEUTRAL
6698,group people sitting ground outside monument,people sitting ground outside monument,4.9,ENTAILMENT
6700,group people sitting sides red stone structure,people sitting ground outside monument,3.3,NEUTRAL
6701,group people sitting sides red stone structure,group people sitting ground outside monument,3.2,NEUTRAL
6711,"child, small, outdoors climbing steps outdoors area full grass",small child pink sweater climbing concrete staircase,2.9,NEUTRAL
6714,black bird sitting comfortably leafless tree,black bird sitting leafless tree,4.9,ENTAILMENT
6715,black bird sitting leafless tree,black bird sitting leafless tree,3.7,CONTRADICTION
6717,black bird sitting dead tree,black bird taking flight dead tree,3.4,NEUTRAL
6720,black bird taking flight dead tree,black bird sitting leafless tree,3.7,CONTRADICTION
6721,dead bird near black man sitting tree,black bird sitting leafless tree,2.8,NEUTRAL
6723,black bird sitting leafless tree,black bird sitting dead tree,3.8,NEUTRAL
6725,child orange playing outdoors snowball,kid orange playing outside snowball,4.8,ENTAILMENT
6728,child making snow ball,child smashing snow ball,3.7,NEUTRAL
6731,child making snow ball,child orange playing outdoors snowball,4.4,ENTAILMENT
6733,child making snow ball,kid orange playing outside snowball,3.7,NEUTRAL
6735,three people standing bench palm trees,three people sitting bench palm trees,3.6,NEUTRAL
6736,people sitting aimlessly bench front restaurant,people sitting bench front restaurant,4.4,ENTAILMENT
6738,people sitting bench front restaurant,people sitting restaurant front beach,4,NEUTRAL
6742,people sitting bench palm trees,people sitting bench front restaurant,3.4,NEUTRAL
6745,two people sitting lawn chairs reading books,people sitting lawn chairs reading books,4.65,ENTAILMENT
6746,one sitting lawn chairs reading books,two people sitting lawn chairs reading books,3.3,CONTRADICTION
6747,two people two chairs reading pleasantly,two people two chairs reading,4.5,ENTAILMENT
6748,two people two chairs talking,two people two chairs reading,3.9,NEUTRAL
6750,two people sitting lawn chairs reading books,two people two chairs talking,3.5,NEUTRAL
6752,one sitting lawn chairs reading books,two people two chairs reading,3.7,NEUTRAL
6754,back small black dog sniffed brown dog,brown dog sniffing back small black dog,4.9,ENTAILMENT
6757,large brown dog small grey dog standing rocky surface,large brown dog small grey dog standing rocky surface,3.9,CONTRADICTION
6758,big brown dog small grey dog standing rocky surface,brown dog sniffing back small black dog,3.3,NEUTRAL
6760,back small black dog sniffed brown dog,large brown dog small grey dog standing rocky surface,2.6,NEUTRAL
6761,brown dog sniffing back small black dog,large brown dog small grey dog standing rocky surface,2.5,NEUTRAL
6762,large brown dog small grey dog standing rocky surface,brown dog sniffing back small black dog,2.4,NEUTRAL
6765,three boys rocking walk along river,three boys walking rocks along river,3.5,NEUTRAL
6766,men brown shorts walking rocks beside river,man brown colored shorts walking rocks beside river,4.3,ENTAILMENT
6768,man brown colored shorts walking rocks beside river,three boys walking rocks along river,2.5,NEUTRAL
6769,three boys walking rocks along river,men brown shorts walking rocks beside river,3.4,NEUTRAL
6770,three boys carefully walking rocks along river,men brown shorts walking rocks beside river,3.5,NEUTRAL
6771,three boys resting rocks along river,men brown shorts walking rocks beside river,2.8,NEUTRAL
6772,three boys rocking walk along river,men brown shorts walking rocks beside river,2.9,NEUTRAL
6773,men brown shorts walking rocks beside river,three boys walking rocks along river,3.6,NEUTRAL
6775,dog jumping frisbee snow,dog jumping frisbee snow,3.6,CONTRADICTION
6777,black dog snow jumping onto ground missing stick,black dog snow jumping ground catching stick,3.9,NEUTRAL
6778,dog jumping frisbee snow,black dog snow leaping ground catching stick,3,NEUTRAL
6781,black dog snow jumping ground catching stick,dog jumping frisbee snow,2.65,NEUTRAL
6789,man holding mask raised hand,man elegantly dressed black wearing elaborate black mask,3.2,NEUTRAL
6791,man dressed black wearing elaborate black mask,man holding mask raised hand,3.3,NEUTRAL
6799,two children crouching metal bars,two children leaning rusty ledge,2.5,NEUTRAL
6800,two children crouching metal bars,two children peering rusty ledge,2.6,NEUTRAL
6802,"player purple, white black playing near end field","player purple, white black playing near end field",4.3,CONTRADICTION
6804,man wearing sports uniform running field,sports uniform worn man running field,4.9,ENTAILMENT
6805,man naked lying field,man wearing sports uniform running field,2.3,NEUTRAL
6810,black player making white player play near end purple field,man wearing sports uniform running field,2.3,NEUTRAL
6812,man bicycle riding beach,man bike riding shore,4.6,ENTAILMENT
6813,man bicycle riding beach,man bicycle riding beach,3.1,CONTRADICTION
6814,one person riding bicycle sand beside ocean,person riding bicycle sand beside ocean,4.7,ENTAILMENT
6816,one person riding bicycle sand beside ocean,man bicycle riding beach,3.9,NEUTRAL
6819,man bicycle riding beach,person riding bicycle sand beside ocean,3.9,ENTAILMENT
6822,large duck flying rocky stream,large duck perching rocky stream,3.5,NEUTRAL
6824,seabird slowly flying rocks,seabird flying rocks,4.7,ENTAILMENT
6825,seabird flying rocks,seabird flying rocks,3.7,CONTRADICTION
6830,seabird flying rocks,"large stream full rocks, ducks flies",2.3,NEUTRAL
6833,kids chasing sand,kids chasing sand,4.3,CONTRADICTION
6834,little boy running ground playing little girl,little boy running ground playing little girl,4.8,ENTAILMENT
6840,kids chasing sand,little boy running ground playing little girl,3.3,NEUTRAL
6843,daughter pushed father go-kart another girl watching,father pushing daughter go-kart another girl watching,4.5,ENTAILMENT
6845,father pushing daughter go-kart another girl watching,girl pushing go-kart daughter watching father,3.6,NEUTRAL
6847,father pulling daughter go-kart another girl looking away,two small children playing toy car street,2.3,NEUTRAL
6851,father pushing daughter go-kart another girl watching,two small children playing toy car street,3,NEUTRAL
6855,dog running grassy hill,dog running grassy hill,3.6,CONTRADICTION
6857,dog running uphill,dog running grassy hill,4.1,NEUTRAL
6862,golden dog running field tall grass,golden dog sitting field tall grass,3.5,NEUTRAL
6863,brown dog running grass tall green,brown dog running tall green grass,5,ENTAILMENT
6865,brown dog running grass tall green,golden dog running field tall grass,4.3,ENTAILMENT
6868,golden dog sitting field tall grass,brown dog running tall green grass,3.6,NEUTRAL
6869,brown dog running tall green grass,golden dog running field tall grass,3.5,NEUTRAL
6870,two dogs cheerfully playing beach,two dogs playing beach,4.5,ENTAILMENT
6875,two dogs playing beach,white dogs running jumping along beach,3.5,NEUTRAL
6877,two dogs resting beach,two white dogs running jumping along beach,2.9,NEUTRAL
6879,large brown dog running outdoors dirt,large brown dog running outside dirt,4.9,ENTAILMENT
6880,large brown dog running outside dirt,large brown dog running outside dirt,3,CONTRADICTION
6884,large brown dog running outside dirt,dog sitting fence dirt track,2.8,NEUTRAL
6885,large brown dog running outdoors dirt,dog running alongside fence dirt track,3.5,NEUTRAL
6887,large brown dog running outside dirt,dog running alongside fence dirt track,3.9,NEUTRAL
6890,girl jumping rock another standing,one girl jumping rock another standing,4.8,ENTAILMENT
6894,girl jumping rock another standing,young girl coat made winter jumping boulder sand beach,2.8,NEUTRAL
6896,young girl winter coat jumping boulder sand beach,girl jumping rock another standing,3.3,NEUTRAL
6897,man brown hair wearing sunglasses sitting listlessly table cans soda drinks,man brown hair wearing sunglasses sitting table cans soda drinks,4.4,ENTAILMENT
6899,young man brown hair shades sitting front cans soda,young man brown hair sunglasses sitting front cans soda,5,ENTAILMENT
6901,young man brown hair shades sitting front cans soda,man brown hair wearing sunglasses sitting table cans soda drinks,4.1,NEUTRAL
6902,young man brown hair sunglasses sitting front cans soda,man brown hair wearing sunglasses sitting table cans soda drinks,2.8,CONTRADICTION
6903,man brown hair wearing sunglasses sitting listlessly table cans soda drinks,young man brown hair sunglasses sitting front cans soda,4.2,ENTAILMENT
6905,man brown hair wearing sunglasses sitting table cans soda drinks,young man brown hair sunglasses sitting front cans soda,4.3,NEUTRAL
6907,woman wearing blue white uniform white blue hat keeping mouth open near others dressed fashion,woman wearing casual clothing keeping mouth closed near people dressed differently,3,NEUTRAL
6913,woman wearing casual clothing keeping mouth closed near people dressed differently,woman wearing blue shirt white vest white cap talking marching,2.9,NEUTRAL
6914,woman wearing blue white uniform white blue hat keeping mouth open near others dressed fashion,woman wearing blue shirt white vest white cap talking marching,3.2,NEUTRAL
6918,bearded man standing shopping cart holding cardboard sign,one bearded man standing shopping cart holding cardboard sign,4.9,ENTAILMENT
6919,bearded man sitting shopping cart dropping cardboard sign,bearded man standing shopping cart holding cardboard sign,4,NEUTRAL
6920,one bearded man standing shopping cart holding cardboard sign,man holding sign seeking money,3.5,NEUTRAL
6921,man holding sign seeking money,bearded man sitting shopping cart dropping cardboard sign,2.9,NEUTRAL
6922,man uninterestedly holding sign seeking money,bearded man standing shopping cart holding cardboard sign,3.8,NEUTRAL
6923,man holding sign seeking money,bearded man standing shopping cart holding cardboard sign,3.4,NEUTRAL
6924,bearded man standing shopping cart holding cardboard sign,man seeking sign holding money,3.1,NEUTRAL
6927,snowboarder flip mound snow,snowboarder flip mound snow,3.8,CONTRADICTION
6931,snowboarder flip mound snow,nobody jumping air board,3.2,NEUTRAL
6934,snowboarder flip mound snow,somebody jumping air board,3.3,NEUTRAL
6940,"two men, woman, two young boys standing aimlessly front large gathering people outside building",large crowd warm clothing posing camera,2,NEUTRAL
6942,"crowd, large, warm clothing posing camera","two men, woman, two young boys standing front large gathering people outside building",2.4,NEUTRAL
6945,large crowd warm clothing posing camera,"two men, woman, two young boys standing front large gathering people outside building",2.4,NEUTRAL
6946,"girl, little, blond hair smiling sitting swing",little girl blond hair smiling sitting swing,4.8,ENTAILMENT
6947,little girl blond hair smiling sitting swing,little girl blond hair smiling sitting swing,3.7,CONTRADICTION
6948,blond kid green sitting swing,blonde boy green sitting swing,4.8,ENTAILMENT
6950,blonde green sitting swinging boy,blonde boy green sitting swing,3.1,NEUTRAL
6957,music performed four people outdoors,four people performing music outdoors,4.9,ENTAILMENT
6958,four people performing music outdoors,four people silently standing outdoors,3,NEUTRAL
