pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
5598,man speaking,man speaking,3.1,CONTRADICTION
5599,man spitting,person spitting,4.7,ENTAILMENT
5600,man spitting,man spitting,3.8,CONTRADICTION
5601,man speaking,person spitting,2.2,NEUTRAL
5605,man spitting,man speaking,2.8,NEUTRAL
5606,man playing keyboards,man playing instrument,4.3,ENTAILMENT
5611,man playing keyboards,man falling mechanical bull,1.4,NEUTRAL
5616,man cutting boot sword,man cutting boot sword,3.3,CONTRADICTION
5622,man cutting boot sword,man severing toe empty leather boot sword,3.7,CONTRADICTION
5625,chef cleaning bowl soup,chef getting bowl soup dirty,3.3,NEUTRAL
5626,man wiping edge bowl,man cleaning edge bowl,4.9,ENTAILMENT
5628,chef cleaning bowl soup,man cleaning edge bowl,3.5,NEUTRAL
5629,man wiping edge bowl,chef cleaning bowl soup,2.7,NEUTRAL
5630,bowl soup cleaned chef,man wiping edge bowl,3.5,NEUTRAL
5631,chef getting bowl soup dirty,man wiping edge bowl,3.2,NEUTRAL
5635,young boy singing playing guitar,kid singing playing guitar,4.5,ENTAILMENT
5636,young boy singing playing guitar,young boy singing playing guitar,3.6,CONTRADICTION
5638,kid playing guitar,young boy singing playing guitar,3.4,NEUTRAL
5639,young boy singing playing guitar,guitar played kid,4.4,ENTAILMENT
5644,someone stirring chili kettle,someone stirring chili pot,4.2,ENTAILMENT
5648,someone stirring chili kettle,pot chili stirred someone spoon,4.4,ENTAILMENT
5649,nobody stirring pot chili spoon,someone stirring chili kettle,3.2,NEUTRAL
5650,someone stirring chili kettle,someone stirring pot chili spoon,4.1,NEUTRAL
5652,person eating table,person eating table,3.95,CONTRADICTION
5654,person making bed,person making bed,3,CONTRADICTION
5655,man making bed,person eating table,1,NEUTRAL
5658,person eating table,person making bed,1.3,NEUTRAL
5660,cat playing small bottle,animal playing small bottle,4.4,ENTAILMENT
5661,cat playing small bottle,cat playing big bottle,3.5,NEUTRAL
5662,bottle licked cat,cat licking bottle,4.9,ENTAILMENT
5665,cat playing small bottle,dog licking bottle,1.8,NEUTRAL
5666,cat licking bottle,animal playing small bottle,3.6,NEUTRAL
5667,cat licking bottle,cat playing big bottle,3.7,NEUTRAL
5669,small dog lying bed,small dog lying bed,5,ENTAILMENT
5670,small dog lying bed,small cat lying bed,3.2,NEUTRAL
5672,small dog lying bed,small dog lying bed,3.5,NEUTRAL
5673,small dog lying bed,small animal lying bed,4.4,ENTAILMENT
5674,small dog lying bed,small dog lying bed,3.1,NEUTRAL
5681,woman slicing tofu,woman slicing tofu,3.6,CONTRADICTION
5682,woman slicing butter,tofu sliced woman,2.7,NEUTRAL
5684,woman slicing tofu,woman cutting butter,3.1,NEUTRAL
5685,woman slicing tofu,man slicing butter,2.9,NEUTRAL
5686,woman slicing tofu,woman slicing butter,3.4,NEUTRAL
5688,man playing guitar,man playing guitar,3.2,CONTRADICTION
5689,man playing skull,person playing skull,4.8,ENTAILMENT
5690,man playing skull,man playing skull,2.3,CONTRADICTION
5692,man playing guitar,man playing skull,1.2,NEUTRAL
5699,man sprinkling cheese pizza,man sprinkling cheese pizza,3.1,CONTRADICTION
5700,cook sprinkling cheese pizza,man putting cheese pizza,4.2,NEUTRAL
5702,cheese put pizza man,man sprinkling cheese pizza,4.7,ENTAILMENT
5703,man putting cheese pizza,man sprinkling cheese pizza,3.2,CONTRADICTION
5704,man sprinkling cheese pizza,man putting cheese pizza,4.7,ENTAILMENT
5705,man firing shotgun,man firing gun,4.7,ENTAILMENT
5707,man shooting shotgun,man shooting weapon,4.6,ENTAILMENT
5708,man shooting shotgun,man shooting shotgun,3.2,CONTRADICTION
5709,man firing shotgun,man shooting weapon,4.9,ENTAILMENT
5711,man shooting shotgun,man firing gun,4.3,ENTAILMENT
5713,man shooting shotgun,man firing shotgun,4.9,ENTAILMENT
5714,famous singer dancing ceiling,great singer dancing ceiling,4.3,ENTAILMENT
5715,famous singer dancing ceiling,famous singer dancing ceiling,3.8,CONTRADICTION
5716,man dancing ceiling,person dancing ceiling,4.5,ENTAILMENT
5719,man dancing floor,famous singer dancing ceiling,2.8,NEUTRAL
5720,man dancing ceiling,great singer dancing ceiling,3.9,NEUTRAL
5721,man dancing ceiling,famous singer dancing ceiling,3.1,NEUTRAL
5723,cow eating grass,cow grazing,4.5,ENTAILMENT
5724,cow eating grass,cow eating grass,3.9,CONTRADICTION
5726,cow eating hay,cow eating hay,3.7,CONTRADICTION
5727,hay eaten cow,cow eating grass,4.1,ENTAILMENT
5729,cow eating hay,cow grazing,4.2,ENTAILMENT
5730,cow eating hay,cow eating grass,3.1,NEUTRAL
5731,cow eating grass,cow eating hay,4.2,ENTAILMENT
5734,woman dancing gracefully,woman dancing,4.6,ENTAILMENT
5735,woman dancing,woman sleeping,3,NEUTRAL
5738,man lunch,woman dancing,1,NEUTRAL
5743,tiger cub playing ball,baby tiger playing ball,4.9,ENTAILMENT
5746,baby playing doll,baby tiger playing ball,3.1,NEUTRAL
5748,baby tiger playing ball,baby playing doll,2.1,NEUTRAL
5754,man playing game grass,animal grazing grass,2.1,NEUTRAL
5757,rhino grazing grass,man playing game grass,1.7,NEUTRAL
5759,man talking woman,man woman speaking,4.8,ENTAILMENT
5760,man talking boy,man talking woman,3.4,NEUTRAL
5763,man cracking eggs,woman cracking eggs,3.6,NEUTRAL
5766,man woman speaking,woman cracking eggs,1.4,NEUTRAL
5767,woman cracking eggs,man talking boy,1,NEUTRAL
5769,man talking woman,woman cracking eggs,1,NEUTRAL
5771,man riding bicycle,man riding bicycle,3,CONTRADICTION
5774,person riding electric bicycle,man riding bicycle,4.2,NEUTRAL
5775,man riding bicycle,man riding electric bicycle,3.5,NEUTRAL
5778,man riding electric bicycle,man riding bicycle,4.3,ENTAILMENT
5780,dog jumping box,cat jumping box,2.6,NEUTRAL
5782,old man talking leaf,young man talking leaf,3.915,NEUTRAL
5783,boy talking leaf,cat jumping box,1,NEUTRAL
5784,old man talking leaf,cat jumping box,1.5,NEUTRAL
5785,cat jumping container,young man talking leaf,1,NEUTRAL
5786,young man talking leaf,dog jumping box,1,NEUTRAL
5789,man cutting fish,man cutting fish,3.8,CONTRADICTION
5790,man slicing fish,fish sliced man,4.9,ENTAILMENT
5793,man cutting fish,woman slicing fish,3,NEUTRAL
5795,man slicing fish,man cutting fish,2.8,CONTRADICTION
5796,man slicing fish,man cutting fish,4.7,ENTAILMENT
5798,person frying,person frying food,4,CONTRADICTION
5800,person peeling potato,person peeling potato,4.2,CONTRADICTION
5802,person peeling potato,person frying food,2,NEUTRAL
5803,person cooking food,person peeling potato,2.9,NEUTRAL
5804,person frying,person peeling potato,1.6,NEUTRAL
5805,person frying food,person peeling potato,2.4,NEUTRAL
5807,man rowing boat,woman rowing boat,2.8,NEUTRAL
5808,man shooting gun,man shooting weapon,4.4,ENTAILMENT
5809,man shooting bow,man shooting gun,3.6,CONTRADICTION
5814,man rowing boat,man shooting gun,1.6,NEUTRAL
5817,woman dancing near fire,woman dancing near fireplace,4.2,NEUTRAL
5818,woman dancing near fire,woman dancing near fire,3.7,CONTRADICTION
5827,man playing guitar,man playing guitar,2.8,CONTRADICTION
5830,guitar played girl,man playing guitar,3.1,NEUTRAL
5831,man playing guitar,boy playing guitar,3.3,NEUTRAL
5832,man playing guitar,girl playing guitar,3.3,NEUTRAL
5833,man diving rock,man diving cliff,3.8,NEUTRAL
5837,motorcycle ridden man,man diving cliff,1.3,NEUTRAL
5838,man diving cliff,man riding motorcycle,1.9,NEUTRAL
5840,man riding motorcycle,man diving cliff,1.6,NEUTRAL
5843,woman playing guitar,man playing guitar,3.3,NEUTRAL
5844,man playing guitar,person playing guitar,4.5,ENTAILMENT
5849,man playing guitar,woman playing guitar,3.8,NEUTRAL
5854,someone stirring noodles water,nobody stirring noodles water,4.1,CONTRADICTION
5856,woman boiling noodles water,nobody stirring noodles water,3.4,NEUTRAL
5858,someone stirring noodles water,man boiling noodles water,4,NEUTRAL
5862,two women dancing singing front crowd,two women dancing singing front many people,4.7,ENTAILMENT
5863,two women dancing singing front crowd,two men dancing singing front crowd,4.1,NEUTRAL
5866,two women dancing singing front crowd,persons singing dancing,4.4,ENTAILMENT
5868,two women dancing singing front crowd,women singing dancing,4.4,ENTAILMENT
5869,lemur biting person's finger,animal biting person's finger,4.2,ENTAILMENT
5870,lemur licking person's finger,lemur biting person's finger,3.6,NEUTRAL
5871,animal biting someone's finger,animal biting somebody's hand,4.5,ENTAILMENT
5873,lemur biting person's finger,animal biting somebody's hand,4.4,NEUTRAL
5877,lemur biting person's finger,animal biting someone's finger,4.7,ENTAILMENT
5878,boy skateboarding half pipe,man skateboarding half pipe,3.9,NEUTRAL
5880,skateboarder acrobatics half pipe,skateboarder tricks half pipe,4.6,ENTAILMENT
5881,skateboarder falling half pipe,skateboarder tricks half pipe,3.2,NEUTRAL
5884,skateboarder tricks half pipe,boy skateboarding half pipe,4.1,NEUTRAL
5888,dog sitting ground,dog running ground,4,NEUTRAL
5889,girl tapping fingernails,girl tapping fingernails,4.9,ENTAILMENT
5891,dog running ground,girl tapping fingernails,1,NEUTRAL
5892,boy tapping fingernails,dog running ground,1.2,NEUTRAL
5893,girl tapping fingernails,big dog running ground,1,NEUTRAL
5896,man woman driving road car,man woman driving road open-air vehicle,4.3,NEUTRAL
5897,man woman driving road open-air vehicle,two men driving road open-air vehicle,3.775,NEUTRAL
5903,two men driving road open-air vehicle,man woman driving street jeep,3.5,NEUTRAL
5908,woman seasoning oil,woman seasoning oil,3.1,CONTRADICTION
5910,woman seasoning oil,woman pouring ingredients bowl,3.4,NEUTRAL
5912,woman seasoning oil,woman pouring ingredients bowl,3.2,NEUTRAL
5913,woman pouring ingredients bowl,woman seasoning oil,2.7,NEUTRAL
5915,person riding horse,person riding motorbike,2.2,NEUTRAL
5916,potatoes sliced woman,woman slicing potatoes,4.9,ENTAILMENT
5917,woman slicing potatoes,woman slicing potatoes,4,CONTRADICTION
5921,person riding motorbike,woman slicing potatoes,1,NEUTRAL
5925,two men boxing,two men fighting,4,ENTAILMENT
5926,two men hugging,two men fighting,3.2,NEUTRAL
5927,man exercises,two men boxing,2.8,NEUTRAL
5929,man training,two men fighting,1.7,NEUTRAL
5932,man putting vegetables pot,vegetables put pot man,4.7,ENTAILMENT
5933,man removing vegetables pot,man putting vegetables pot,3.3,NEUTRAL
5934,someone pouring ingredients pot,someone adding ingredients pot,4.4,ENTAILMENT
5935,nobody pouring ingredients pot,someone pouring ingredients pot,3.5,CONTRADICTION
5939,someone pouring ingredients pot,man removing vegetables pot,2.4,NEUTRAL
5940,man putting vegetables pot,someone pouring ingredients pot,4.2,ENTAILMENT
5942,man standing rocky mountain gray clouds background,man standing rocky mountain gray clouds background,3.4,CONTRADICTION
5945,black topless person packing pile rocks front clouds background,topless person back pack front pile rocks clouds background,3.2,NEUTRAL
5946,"person back pack, topless, front pile rocks clouds background",man standing rocky mountain gray clouds background,3.6,NEUTRAL
5949,topless person back pack front pile rocks clouds background,"man standing mountain, rocky, gray clouds background",3.7,NEUTRAL
5950,man standing rocky mountain gray clouds background,topless person back pack front pile rocks clouds background,2.3,NEUTRAL
5951,topless person back pack front pile rocks clouds background,man standing rocky mountain gray clouds background,3.1,NEUTRAL
5953,dog catching ball,dog catching ball,2.9,CONTRADICTION
5954,dog furiously chasing ball dirt,dog chasing ball dirt,4.5,ENTAILMENT
5957,dog catching ball,dog leaving ball dirt,2.9,NEUTRAL
5958,dog chasing ball dirt,dog catching ball,3.685,NEUTRAL
5959,dog chasing ball dirt,dog catching ball,3.415,NEUTRAL
5961,boy blue shirt dirt face,boy blue dyed shirt dirt face,4.7,ENTAILMENT
5962,topless boy clean face,boy blue shirt dirt face,2.4,NEUTRAL
5963,boy blue face dirt shirt,boy blue shirt dirt face,3.4,NEUTRAL
5967,boy blue shirt dirt face,blond child holding yellow bottle,1.7,NEUTRAL
5969,topless boy clean face,blond child holding yellow bottle,1.7,NEUTRAL
5971,boy blue shirt dirt face,blond child holding yellow bottle,1.8,NEUTRAL
5972,man hat pacing store,man hat walking store,4.3,ENTAILMENT
5973,man hat walking store,man hat walking past store,4.1,NEUTRAL
5974,walker hat store men,man hat walking store,3.3,NEUTRAL
5980,man cowboy hat walking market putting hand pocket,man hat walking past store,3.5,NEUTRAL
5981,man cowboy hat walking market putting hand pocket,walker hat store men,1.9,NEUTRAL
5984,large white crane flying far water,large white crane flying near water,3.7,NEUTRAL
5985,white bird landing swiftly water,white bird landing swiftly water,4.9,ENTAILMENT
5993,white bird landing swiftly water,large white crane flying near water,3.6,NEUTRAL
5994,brown dog calmly standing water,brown dog standing water,4.4,ENTAILMENT
5995,brown dog standing water,brown dog standing water,3.8,CONTRADICTION
5997,dog golden fur water,dog golden fur water,3.7,CONTRADICTION
5998,dog golden coat water,brown dog standing water,3.4,NEUTRAL
5999,dog golden fur water,brown dog standing water,3.4,NEUTRAL
6002,dog golden fur water,brown dog standing water,3.8,NEUTRAL
6003,"girl blue shirt, looks young, walking sidewalk holding pink sign",young girl blue shirt walking sidewalk holding pink sign,4.9,ENTAILMENT
6004,young girl blue shirt walking sidewalk holding pink sign,young girl blue shirt walking sidewalk holding pink sign,4.3,CONTRADICTION
6008,young girl blue shirt walking sidewalk holding pink sign,girl carrying sign followed group people,3.5,NEUTRAL
6009,girl carrying sign group people following,young girl blue shirt walking sidewalk holding pink sign,2.5,CONTRADICTION
6010,girl carrying sign group people following,"girl blue shirt, looks young, walking sidewalk holding pink sign",3.8,NEUTRAL
6011,girl carrying sign group people following,young girl blue shirt walking sidewalk holding pink sign,2.7,CONTRADICTION
6012,young girl pink sign holding blue shirt walking sidewalk,girl carrying sign group people following,3.5,NEUTRAL
6013,girl carrying sign group people following,young girl blue shirt walking sidewalk holding pink sign,3.5,NEUTRAL
6016,big city begging men money holders,man big city holding sign begging money,2.4,NEUTRAL
6018,homeless man holding sign begging money,homeless man putting sign refusing charity,3.8,NEUTRAL
6019,homeless man holding sign pitifully begging money,man big city holding sign begging money,4.1,NEUTRAL
6021,one man big city holding sign begging money,homeless man holding sign begging money,4.3,NEUTRAL
6023,big city begging men money holders,homeless man holding sign begging money,2.2,NEUTRAL
6024,homeless man holding sign begging money,man big city holding sign begging money,4.2,NEUTRAL
6025,small dog chasing large brown cow,"dog, small, chasing large brown cow",5,ENTAILMENT
6026,small dog chasing large brown cow,small dog chasing large brown cow,3.3,CONTRADICTION
6031,dog chasing tail animal grass,"dog, small, chasing large brown cow",3.7,NEUTRAL
6033,dog chasing tail animal grass,small dog chasing large brown cow,3.8,NEUTRAL
6034,small child walking water guided another person,small child wading water guided another person,4.6,ENTAILMENT
6036,young child splashing water,young child splashing water,4.9,ENTAILMENT
6039,young child splashing water,small child wading water guided another person,3.9,NEUTRAL
6040,small child wading water guided another person,young child splashing water,3.1,CONTRADICTION
6043,young child splashing water,small child wading water guided another person,2.9,NEUTRAL
6046,woman ignoring man,woman looking curiously man,3,NEUTRAL
6048,man woman outside wearing light colored shirts,"man woman beige room, wearing dark colored shirts monitor background",3,NEUTRAL
6049,woman looking curiously man,"man woman room painted beige, wearing dark colored shirts monitor background",2.3,NEUTRAL
6055,little dog dropping bedroom slipper mouth,little dog grabbing bedroom slipper mouth,3.6,NEUTRAL
6057,brown dog staring attentively brown white dog,brown dog staring attentively brown white dog,3.6,CONTRADICTION
6058,brown dog looking closely brown white dog,little dog grabbing bedroom slipper mouth,2.1,NEUTRAL
6059,brown dog staring attentively brown white dog,little dog grabbing bedroom slipper mouth,2.2,NEUTRAL
6062,little dog grabbing bedroom slipper mouth,brown dog staring attentively brown white dog,1.7,NEUTRAL
6063,man performing large jump,large jump performed man,4.9,ENTAILMENT
6064,man performing large jump,man performing large jump,3.3,CONTRADICTION
6066,person blue jacket jumping tall cement wall,person blue jacket jumping onto tall cement wall,4.1,NEUTRAL
6067,person cementing jacket blue tall wall jumping,person blue jacket jumping tall cement wall,2.8,NEUTRAL
6069,man performing large jump,person blue jacket jumping onto tall cement wall,3.1,NEUTRAL
6070,person cementing jacket blue tall wall jumping,man performing large jump,2.6,NEUTRAL
6071,person blue jacket jumping tall cement wall,large jump performed man,4,NEUTRAL
6073,person blue jacket jumping tall cement wall,man performing large jump,3.4,NEUTRAL
6074,woman jeans sitting saddle horse,woman jeans sitting saddle horse,4.9,ENTAILMENT
6076,person wearing jeans sitting happily top horse saddle,person wearing jeans sitting top horse saddle,4.6,ENTAILMENT
6079,woman jeans sitting saddle horse,person wearing jeans sitting top horse saddle,3.9,CONTRADICTION
6081,person wearing jeans sitting top horse saddle,woman jeans standing near horse saddle,3.9,NEUTRAL
6087,brown dogs playfully fighting sandy shore,brown dog red dog frolicking beach,3.6,NEUTRAL
6089,brown dogs playfully fighting sandy beach,brown dog red dog frolicking beach,3.7,NEUTRAL
6090,brown dogs playfully fighting sandy beach,brown dog red dog sitting sadly beach,3.4,NEUTRAL
6091,brown dog red dog frolicking beach,brown dogs playfully fighting sandy beach,3.6,NEUTRAL
6094,man standing beside birdcage large colorful,man standing beside large colorful birdcage,4.8,ENTAILMENT
6097,man standing beside large colorful birdcage,man standing next bird cage,3,NEUTRAL
6100,man standing beside large colorful birdcage,man standing next bird cage,4.2,ENTAILMENT
6102,brown black dog running leaves,brown black dog resting leaves,3.5,NEUTRAL
6107,brown black dog running leaves,dog colored coat running swiftly across yard,3.4,NEUTRAL
6110,one brown black dog running leaves,dog colored coat running across yard,2.5,NEUTRAL
6111,dog colored coat running across yard,brown black dog resting leaves,3.1,NEUTRAL
6113,dog colored coat running across yard,brown black dog running leaves,3,NEUTRAL
6114,brown white dog holding baseball mouth,"dog, brown white coat, holding baseball mouth",4.9,ENTAILMENT
6115,brown white dog putting baseball mouth,brown white dog holding baseball mouth,4.2,NEUTRAL
6116,black white dog holding baseball mouth,baseball held mouth black white dog,4.8,ENTAILMENT
6118,brown white dog holding baseball mouth,baseball held mouth black white dog,3.9,ENTAILMENT
6121,black white dog holding baseball mouth,brown white dog putting baseball mouth,3.1,NEUTRAL
6124,boy wearing red shorts jumping paddling pool,boy wearing red shorts jumping paddling pool,3.3,CONTRADICTION
6125,"boy, looks young wearing red swimsuit, jumping blue kiddies pool",young boy wearing red swimsuit jumping blue kiddies pool,4.8,ENTAILMENT
6126,young boy wearing red swimsuit jumping blue kiddies pool,young boy wearing red swimsuit jumping blue kiddies pool,3.8,CONTRADICTION
6129,young boy wearing red swimsuit jumping blue kiddies pool,kid wearing red shorts jumping paddling pool,4.3,NEUTRAL
6130,boy wearing red shorts jumping paddling pool,young boy wearing red swimsuit jumping blue kiddies pool,2.2,NEUTRAL
6132,group dogs racing furiously muzzles noses,group dogs racing muzzles noses,4.7,ENTAILMENT
6134,group racing dogs nosing muzzle,group dogs racing muzzles noses,3.6,NEUTRAL
6138,group racing dogs wearing striped uniforms running track,group dogs racing muzzles noses,3.4,NEUTRAL
6139,group racing dogs wearing striped uniforms running track,group dogs racing furiously muzzles noses,3.8,NEUTRAL
6140,group dogs resting without muzzles,group racing dogs wearing striped uniforms running track,2.8,NEUTRAL
6141,group racing dogs nosing muzzle,group racing dogs wearing striped uniforms running track,3.2,NEUTRAL
6142,group racing dogs wearing striped uniforms running track,group dogs racing muzzles noses,3.9,NEUTRAL
6143,two people wading water,couple people wading water,4.8,ENTAILMENT
6148,nobody standing ocean watching sunset,two people wading water,3.1,NEUTRAL
6149,two people standing ocean watching sunset,couple people wading water,3.8,NEUTRAL
6151,two people standing ocean watching sunset,two people wading water,3.2,NEUTRAL
6156,race car driver standing pointing hand sky,person blue jacket wearing colorful helmet,2.5,NEUTRAL
6162,boy girl naked,boy girl swimsuits wearing arm floats,2.6,CONTRADICTION
6163,boy girl cheerfully playing wearing arm floats,boy girl playing wearing arm floats,4.6,ENTAILMENT
6165,boy girl cheerfully playing wearing arm floats,boy girl swimsuits wearing arm floats,4,NEUTRAL
6166,boy girl playing wearing arm floats,boy girl swimsuits wearing arm floats,3.6,NEUTRAL
6167,boy girl swimsuits wearing floats arms,boy girl playing wearing arm floats,4,NEUTRAL
6168,boy girl playing wearing arm floats,boy girl naked,1.9,NEUTRAL
6172,woman yellow shirt surfing pink surfboard,woman pink shirt surfing yellow surfboards,3.5,NEUTRAL
6173,wave ridden surfer,surfer riding wave,4.9,ENTAILMENT
6177,surfer falling wave,woman yellow shirt surfing pink surfboard,3.2,NEUTRAL
6181,woman pink shirt surfing yellow surfboards,surfer riding wave,2.7,NEUTRAL
6182,surfer riding wave,woman yellow shirt surfing pink surfboard,3.6,NEUTRAL
6184,four people standing low cement ledge,four people sitting low cement ledge,3.7,NEUTRAL
6189,people sitting low cement ledge,group people sitting rocky ledge scenic view behind,3.6,NEUTRAL
6190,four people standing low cement ledge,group people sitting rocky ledge scenic view behind,2.4,NEUTRAL
6192,two girls laughing breathlessly girls watching,two girls laughing girls watching,4.4,ENTAILMENT
6196,two girls laughing girls watching,group asian girls standing together,2.3,NEUTRAL
6201,bicyclist holding bike head group people,bike held head bicyclist group people,4.6,ENTAILMENT
6204,cold cyclist celebrating,something celebrated cold cyclist,4.6,ENTAILMENT
6207,bicyclist holding bike head group people,cold cyclist celebrating,2.4,NEUTRAL
6210,cold cyclist celebrating,cyclist held heads group people bike,3.6,NEUTRAL
6216,"man sitting boat font sunset, near flag",man ship front sunset,3.8,ENTAILMENT
6217,man boat front sunset,"man sitting boat font sunset, near flag",3.2,CONTRADICTION
6220,"man sitting boat font sunset, near flag",man boat front sunset,4,ENTAILMENT
6221,people drag race looking flames coming cars,people drag race looking flames coming cars,4.9,ENTAILMENT
6222,people drag race looking flames coming cars,people drag race running away flames coming cars,3.5,NEUTRAL
6223,crowd watching two cars designed racing leaving starting line,crowd watching two racing cars leaving starting line,4.7,ENTAILMENT
6226,people drag race looking flames coming cars,crowd watching two racing cars leaving starting line,3.6,NEUTRAL
6227,crowd watching two racing cars leaving starting line,people drag race looking flames coming cars,3.2,NEUTRAL
6229,crowd watching two racing cars leaving starting line,people drag race looking flames coming cars,3.3,NEUTRAL
6230,two dogs cheerfully playing together grass,two dogs playing together grass,4.5,ENTAILMENT
6235,two dogs playing together grass,big dog small white dog walking past,3.1,NEUTRAL
6237,big dog small white dog playing together,two dogs resting together grass,3.3,NEUTRAL
6238,big dog small white dog playing together,two dogs playing together grass,4.1,NEUTRAL
6240,brown dog jumping air,brown dog sitting,2.5,NEUTRAL
6244,brown dog jumping air,healthy looking dog lying ground,2.8,NEUTRAL
6245,"dog, brown, jumping air",malnourished looking dog standing hind legs preparing jump,3.4,NEUTRAL
6247,brown dog jumping air,malnourished looking dog standing hind legs preparing jump,3.4,NEUTRAL
6251,policeman sitting motorcycle,policeman getting motorcycle,2.7,CONTRADICTION
6252,policeman sitting motorcycle,motorcyclist sitting police man,3.5,NEUTRAL
6254,policeman getting motorcycle,cop sitting police bike,3.3,NEUTRAL
6255,cop sitting police bike,motorcyclist sitting police man,2.8,NEUTRAL
6256,cop sitting police bicycle,policeman sitting motorcycle,4.2,NEUTRAL
6257,policeman sitting motorcycle,cop sitting police bike,3.4,CONTRADICTION
6260,two women wearing bikinis sandy beach,women wearing bikinis sandy beach,4,CONTRADICTION
6261,two women wearing bikinis walking sand,two women wearing bikinis walking sand,5,ENTAILMENT
6262,two women naked standing sand,two women wearing bikinis walking sand,3.4,NEUTRAL
6264,two women wearing bikinis sandy beach,two women naked standing sand,3,NEUTRAL
6265,two women wearing bikinis walking sand,two women wearing bikinis beach sandy,4.4,ENTAILMENT
6268,dog swimming lake sun shining,dog swimming lake sun shining,4.9,ENTAILMENT
6269,dog swimming lake sun shining,dog swimming lake sunshine shining,3.5,CONTRADICTION
6270,dog golden coat swimming clumsily water,dog golden coat swimming water,4.3,ENTAILMENT
6271,dog golden coat walking water,dog golden coat swimming water,3.9,NEUTRAL
6273,dog swimming lake sun shining,dog golden coat walking water,3.4,NEUTRAL
6274,dog swimming lake sun shining,dog golden coat swimming water,3.9,NEUTRAL
6275,dog golden coat swimming water,dog swimming lake sunshine shining,2.9,NEUTRAL
6276,dog golden coat swimming water,dog swimming lake sun shining,3.7,NEUTRAL
6277,"dog, black coat, running grass tongue hanging",black dog running grass tongue hanging,4.8,ENTAILMENT
6279,black dog running grass tongue hanging,black dog hanging grass running tongue,4.6,ENTAILMENT
6281,black dog running grass,black dog lying grass,3.4,NEUTRAL
6282,black dog running grass tongue hanging,"dog, black, running grass",4.3,ENTAILMENT
6283,black dog running grass tongue hanging,black dog lying grass,3.5,NEUTRAL
6284,"dog, black coat, running grass tongue hanging",black dog running grass,4.4,ENTAILMENT
6285,black dog sitting grass keeping mouth closed,black dog running grass,3.4,NEUTRAL
6289,"cheerleaders parading wearing black, pink white uniforms","cheerleaders parading wearing black, pink white uniforms",3.4,CONTRADICTION
6294,large group cheerleaders walking parade,"cheerleaders parading wearing uniforms black, pink white",3.5,NEUTRAL
6296,large group cheerleaders walking parade,"cheerleaders parading wearing black, pink white uniforms",3.2,NEUTRAL
6298,man sitting indoors,man sitting outside purple umbrella,2.6,NEUTRAL
6303,man sitting outdoors purple umbrella,shoeless woman sitting blanket lavender umbrella,2.8,NEUTRAL
6304,man sitting indoors,shoeless woman sitting blanket lavender umbrella,1.2,NEUTRAL
6312,woman playing two young boys park,woman standing near three children,2.5,NEUTRAL
6314,woman standing near three children,woman playing two young boys park,2.8,NEUTRAL
6320,tan dog resting snow,yellow dog running white snow sunny day,3,NEUTRAL
6322,tan dog running snow,yellow dog stopping white snow sunny day,2.765,NEUTRAL
6323,tan dog running snow,yellow dog running white snow sunny day,3.7,NEUTRAL
6324,girl wearing jeans pink shirt cheerfully running,girl wearing jeans pink shirt running,4.4,ENTAILMENT
6325,girl wearing jeans pink shirt running,girl wearing jeans pink shirt running,4.2,CONTRADICTION
6328,little boy pink shirt running tree desert,little girl pink shirt running tree desert,4.1,NEUTRAL
6329,girl wearing jeans pink shirt running,little girl pink shirt running tree desert,3.4,NEUTRAL
6331,girl wearing jeans pink shirt cheerfully running,little girl pink shirt running tree desert,3.7,NEUTRAL
6332,little girl pink shirt running tree desert,girl wearing jeans pink shirt running,2.5,CONTRADICTION
6339,white dog wearing christmas reindeer headband playing brown dog grass,white dog wearing christmas reindeer headband playing brown dog grass,3.7,CONTRADICTION
6340,white dog wearing christmas reindeer headband playing dog brown coat grass,white dog wearing reindeer ears near brown dog,4,ENTAILMENT
6341,white dog wearing christmas reindeer headband playing brown dog grass,white dog wearing reindeer ears near brown dog,3.1,NEUTRAL
6343,white dog wearing christmas reindeer headband playing brown dog grass,white dog wearing reindeer ears near brown dog,3.4,CONTRADICTION
6351,young boy riding dirt bike mud,young child riding bike rough dirt path,3.6,NEUTRAL
6352,"child, young, riding bike rough dirt path",young boy riding dirt bike mud,4,NEUTRAL
6354,young boy riding dirt bike mud,young child riding bike rough dirt path,3.8,NEUTRAL
6355,woman red dress playing instrument,instrument played woman red dress,4.9,ENTAILMENT
6356,woman red dress putting away instrument,woman red dress playing instrument,3.7,CONTRADICTION
6361,woman red costume leaning brick wall playing instrument,instrument played woman red dress,3.8,NEUTRAL
6364,child delightedly playing toys outdoors,child playing toys outdoors,4.7,ENTAILMENT
6365,child playing toys outdoors,child playing toys indoors,3.5,NEUTRAL
6367,young child wearing white coat playing game,young child wearing white coat playing game,4,CONTRADICTION
6369,child playing toys outdoors,"child, young, wearing white coat playing game",3.3,NEUTRAL
6371,young gamer playing child wearing white coat,child playing toys outdoors,2.9,NEUTRAL
6374,young child wearing white coat playing game,child playing toys outdoors,2.8,NEUTRAL
6376,man wearing wetsuit riding surfboard,man lying naked near surfboard,2.9,NEUTRAL
6378,surfer leaning surfboard,surfer leaning surfboard,4.1,CONTRADICTION
